tracking_id	locus	nearest_ref_id	class_code	transcript_length	R1L1Kidney	R1L2Liver	R1L3Kidney	R1L4Liver	R1L6Liver	R1L7Kidney	R1L8Liver	R2L1Liver	R2L2Kidney	R2L3Liver	R2L4Kidney	R2L6Kidney	R2L7Liver	R2L8Kidney
TC_1090	chr1:62827012-62860865	ENSG00000215881	NOVEL		0	0	0	0	0	0	0	0	0	1	0	0	0	0
TC_1091	chr1:62835775-62843768	ENSG00000132855	KNOWN		82	822	96	874	823	86	821	559	76	885	76	90	602	67
TC_1092	chr1:62846025-62847837	ENSG00000212668	KNOWN		8	34	10	40	40	6	32	26	6	43	3	10	25	4
TC_1093	chr1:63022394-63103772	ENSG00000125703	KNOWN		40	26	33	39	36	37	29	19	35	30	31	32	13	37
TC_1094	chr1:63424593-63424683	ENSG00000210785	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_1095	chr1:63477202-63477385	ENSG00000210790	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_1096	chr1:63561300-63563385	ENSG00000187140	KNOWN		0	2	0	1	1	1	0	1	0	0	0	1	2	0
TC_1097	chr1:63572030-63572079	ENSG00000202136	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_1098	chr1:63605886-63675464	ENSG00000088035	KNOWN		30	24	31	23	21	22	14	14	22	22	15	29	9	24
TC_1099	chr1:63679032-63761453	ENSG00000142856	KNOWN		26	11	38	11	8	28	6	4	26	13	26	41	10	39
TC_1100	chr1:63761856-63810951	ENSG00000203965	KNOWN		19	5	33	3	6	29	7	3	29	3	19	27	7	21
TC_1101	chr1:63774970-63775017	ENSG00000201552	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_1102	chr1:63787223-63788499	ENSG00000116652	KNOWN		1	1	0	1	0	1	0	0	0	1	0	2	1	0
TC_1103	chr1:63831535-63898500	ENSG00000079739	KNOWN		194	564	198	540	506	189	500	383	213	575	159	194	451	169
TC_1104	chr1:63894014-63894306	ENSG00000210804	NOVEL		0	12	2	10	7	1	11	4	2	11	1	1	10	2
TC_1105	chr1:64012281-64419769	ENSG00000185483	KNOWN		10	2	12	1	0	15	1	0	12	4	10	11	4	10
TC_1106	chr1:64026974-64027563	ENSG00000177452	NOVEL		2	2	4	2	6	7	1	1	9	4	9	5	3	5
TC_1107	chr1:64081450-64081935	ENSG00000177433	NOVEL		2	1	1	0	1	1	0	2	3	0	0	4	1	4
TC_1108	chr1:64267154-64267260	ENSG00000207190	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_1109	chr1:64304902-64305001	ENSG00000200508	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_1110	chr1:64442078-64505479	ENSG00000177414	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_1111	chr1:64622669-64622718	ENSG00000199992	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_1112	chr1:64709063-64931329	ENSG00000158966	KNOWN		64	5	85	6	5	57	6	4	74	4	40	55	3	41
TC_1113	chr1:64983366-65071503	ENSG00000162437	KNOWN		69	10	67	10	3	93	9	4	74	7	60	71	6	65
TC_1114	chr1:65071494-65204775	ENSG00000162434	KNOWN		435	185	423	205	206	393	163	145	411	213	360	420	162	297
TC_1115	chr1:65222877-65224351	ENSG00000185031	NOVEL		2	1	0	1	0	1	0	0	1	0	0	0	1	0
TC_1116	chr1:65261239-65261347	ENSG00000212257	NOVEL		1	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_1117	chr1:65296705-65296779	ENSG00000199135	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_1118	chr1:65364293-65364446	ENSG00000210872	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_1119	chr1:65385820-65465761	ENSG00000162433	KNOWN		33	10	40	12	11	36	18	10	38	12	27	32	13	37
TC_1120	chr1:65492733-65494436	ENSG00000198693	KNOWN		2	0	1	0	0	2	0	1	2	0	1	8	0	1
TC_1121	chr1:65503182-65654140	ENSG00000116675	KNOWN		44	4	43	3	0	33	1	2	32	3	29	38	3	32
TC_1122	chr1:65590667-65590729	ENSG00000210881	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_1123	chr1:65654087-65654278	ENSG00000201052	NOVEL		0	1	0	0	0	0	0	1	0	1	0	0	0	0
TC_1124	chr1:65658902-65670837	ENSG00000213625	KNOWN		126	26	126	14	18	122	27	20	139	24	95	153	26	108
TC_1125	chr1:65658906-65875286	ENSG00000116678	KNOWN		43	42	52	31	49	49	41	29	36	53	35	49	32	31
TC_1126	chr1:65809820-65809922	ENSG00000210900	NOVEL		2	1	0	0	0	0	0	2	0	1	0	0	1	0
TC_1127	chr1:65999329-65999620	ENSG00000210904	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	1	0
TC_1128	chr1:66030785-66612850	ENSG00000184588	KNOWN		24	7	35	6	14	31	8	14	32	8	20	35	9	29
TC_1129	chr1:66771654-66986570	ENSG00000118473	KNOWN		65	6	45	4	9	52	3	2	77	3	52	60	7	39
TC_1130	chr1:66990730-67017058	ENSG00000152760	KNOWN		3	9	1	12	8	3	9	5	1	12	1	1	5	0
TC_1131	chr1:67036012-67039527	ENSG00000172410	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_1132	chr1:67051162-67163158	ENSG00000152763	KNOWN		10	5	19	3	3	9	1	1	7	6	9	12	0	3
TC_1133	chr1:67153227-67226890	ENSG00000198160	KNOWN		92	74	98	73	91	93	74	68	82	76	73	97	62	61
TC_1134	chr1:67242439-67292316	ENSG00000116704	KNOWN		14	29	11	33	28	7	36	16	16	27	12	9	23	5
TC_1135	chr1:67330447-67366808	ENSG00000203963	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_1136	chr1:67340919-67341049	ENSG00000210924	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_1137	chr1:67404757-67498236	ENSG00000162594	KNOWN		1	1	1	1	0	0	0	0	0	0	0	0	0	0
TC_1138	chr1:67434415-67434511	ENSG00000210928	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_1139	chr1:67505870-67505998	ENSG00000210936	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_1140	chr1:67545635-67635171	ENSG00000081985	KNOWN		0	4	2	6	6	4	7	4	2	5	1	1	5	3
TC_1141	chr1:67646081-67668711	ENSG00000142864	KNOWN		301	239	290	207	199	260	192	174	264	200	227	273	180	190
TC_1142	chr1:67655485-67655589	ENSG00000199191	NOVEL		0	0	0	0	0	0	0	0	1	0	0	0	0	0
TC_1143	chr1:67779398-67779504	ENSG00000207504	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_1144	chr1:67895102-67895399	ENSG00000210968	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_1145	chr1:67923332-67926605	ENSG00000116717	KNOWN		268	154	258	169	185	266	168	172	256	192	233	290	166	224
TC_1146	chr1:67939737-68071730	ENSG00000172380	KNOWN		556	171	538	200	157	508	138	109	531	190	376	581	122	393
TC_1147	chr1:68010862-68010912	ENSG00000199984	NOVEL		0	0	0	0	0	0	0	0	0	0	0	1	1	0
TC_1148	chr1:68070580-68441258	ENSG00000203960	KNOWN		3	4	6	4	1	4	2	4	6	2	4	10	1	5
TC_1149	chr1:68234493-68235054	ENSG00000210979	NOVEL		0	0	0	2	1	2	1	0	0	1	0	0	0	0
TC_1150	chr1:68284233-68289902	ENSG00000162595	KNOWN		20	16	22	15	5	18	15	11	25	12	17	18	11	26
TC_1151	chr1:68336740-68470854	ENSG00000116729	KNOWN		233	26	263	32	19	219	21	25	277	32	185	285	29	167
TC_1152	chr1:68667103-68688230	ENSG00000116745	KNOWN		0	0	1	0	0	0	0	0	2	0	0	1	0	1
TC_1153	chr1:68713527-68735338	ENSG00000024526	KNOWN		0	0	0	0	0	0	1	0	0	0	0	0	0	0
TC_1154	chr1:69806669-70361755	ENSG00000033122	KNOWN		0	2	0	0	1	2	1	2	1	2	0	1	0	0
TC_1155	chr1:70117862-70118095	ENSG00000210993	NOVEL		0	0	0	1	0	0	0	0	0	0	0	0	0	0
TC_1156	chr1:70157593-70158588	ENSG00000203959	KNOWN		3	2	5	4	2	6	3	4	0	5	4	4	2	6
TC_1157	chr1:70383085-70443863	ENSG00000066557	KNOWN		36	23	44	31	30	36	33	16	41	25	38	51	24	32
TC_1158	chr1:70418415-70418710	ENSG00000211001	NOVEL		0	0	0	0	0	0	1	0	1	0	0	0	0	1
TC_1159	chr1:70443953-70502757	ENSG00000116754	KNOWN		482	682	486	779	692	438	672	496	460	695	366	454	536	332
TC_1160	chr1:70500138-70592993	ENSG00000118454	KNOWN		38	15	46	25	19	38	20	15	32	17	31	40	10	36
TC_1161	chr1:70593081-70606291	ENSG00000197568	KNOWN		10	16	22	9	11	13	8	5	17	12	16	24	12	17
TC_1162	chr1:70649543-70677840	ENSG00000116761	KNOWN		22	134	26	112	114	36	108	70	38	100	30	42	91	24
TC_1163	chr1:70768797-70769213	ENSG00000184957	NOVEL		0	0	0	1	0	0	0	0	3	0	0	0	0	0
TC_1164	chr1:71090624-71286079	ENSG00000050628	KNOWN		143	4	157	0	3	139	0	1	203	2	174	171	1	131
TC_1165	chr1:71301563-71319333	ENSG00000132485	KNOWN		230	186	232	182	180	225	171	122	244	178	173	262	119	162
TC_1166	chr1:71305902-71305987	ENSG00000207721	KNOWN		0	0	0	0	0	0	0	1	0	1	0	0	0	1
TC_1167	chr1:71641213-72520765	ENSG00000172260	KNOWN		45	5	49	9	2	50	4	9	35	8	40	40	4	24
TC_1168	chr1:72955934-72956030	ENSG00000212366	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_1169	chr1:73429962-73430128	ENSG00000211030	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_1170	chr1:73987779-73987897	ENSG00000200601	NOVEL		0	0	0	1	0	0	1	0	0	0	1	0	1	0
TC_1171	chr1:74264287-74436427	ENSG00000162620	KNOWN		1	0	4	0	0	2	0	0	3	0	0	1	0	0
TC_1172	chr1:74436514-74782696	ENSG00000116783	KNOWN		12	2	14	0	2	13	4	1	16	1	3	7	4	7
TC_1173	chr1:74710364-74721621	ENSG00000162621	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_1174	chr1:74806386-74912010	ENSG00000178965	KNOWN		2	3	2	3	7	1	7	2	2	5	0	0	5	0
TC_1175	chr1:74943758-74971347	ENSG00000116791	KNOWN		358	278	433	270	273	351	276	175	355	298	283	388	188	284
TC_1176	chr1:74960708-74960804	ENSG00000211044	NOVEL		0	0	1	0	0	1	0	0	0	0	0	0	0	0
TC_1177	chr1:74971428-75003896	ENSG00000162623	KNOWN		87	37	94	34	26	96	39	21	97	30	76	100	15	75
TC_1178	chr1:75366707-75399806	ENSG00000162624	KNOWN		1	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_1179	chr1:75421318-75421420	ENSG00000206999	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_1180	chr1:75440404-75849389	ENSG00000137968	KNOWN		5	1	8	3	2	3	6	2	5	0	6	14	1	4
TC_1181	chr1:75820324-75820835	ENSG00000213579	NOVEL		0	0	0	1	1	0	0	1	0	1	0	0	0	0
TC_1182	chr1:75962870-76001771	ENSG00000117054	KNOWN		378	240	406	236	238	412	232	171	410	262	311	459	180	326
TC_1183	chr1:75981691-75983047	ENSG00000181227	NOVEL		45	13	51	12	14	37	8	14	51	10	39	43	8	33
TC_1184	chr1:76024474-76033688	ENSG00000137955	KNOWN		98	45	122	47	39	113	37	37	119	46	100	114	41	78
TC_1185	chr1:76025345-76025423	ENSG00000206620	KNOWN		2	0	0	0	0	0	0	0	0	0	1	0	0	0
TC_1186	chr1:76026162-76026245	ENSG00000207241	KNOWN		0	0	1	0	0	0	0	0	0	0	0	1	0	0
TC_1187	chr1:76027750-76027821	ENSG00000201487	KNOWN		3	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_1188	chr1:76035155-76151511	ENSG00000057468	KNOWN		1	0	4	2	1	1	0	0	1	0	1	1	0	1
TC_1189	chr1:76041755-76053575	ENSG00000215878	NOVEL		0	0	0	0	0	0	0	0	0	1	0	0	0	0
TC_1190	chr1:76157148-76170688	ENSG00000154007	KNOWN		0	0	0	0	0	1	2	1	0	1	0	0	0	0
TC_1191	chr1:76312992-76872874	ENSG00000184005	KNOWN		152	3	166	6	1	151	3	2	145	11	112	141	2	113
TC_1192	chr1:76938062-76938811	ENSG00000186743	NOVEL		84	20	56	19	17	79	15	14	97	18	83	90	16	69
TC_1193	chr1:76991412-76991513	ENSG00000199921	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_1194	chr1:77105714-77302307	ENSG00000117069	KNOWN		3	0	2	0	0	3	0	0	1	0	1	2	0	1
TC_1195	chr1:77327254-77457720	ENSG00000142892	KNOWN		124	37	113	44	32	108	36	29	102	38	83	112	17	80
TC_1196	chr1:77520250-77798238	ENSG00000154027	KNOWN		7	0	6	0	1	10	1	0	5	0	5	6	1	4
TC_1197	chr1:77658610-77658659	ENSG00000200546	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_1198	chr1:77802779-77921692	ENSG00000036549	KNOWN		70	50	90	52	58	82	58	29	69	66	62	82	37	51
TC_1199	chr1:77853142-77853213	ENSG00000211104	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_1200	chr1:77883597-77883891	ENSG00000211107	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_1201	chr1:77934264-77998125	ENSG00000077254	KNOWN		176	106	197	110	132	158	85	80	154	127	126	184	73	118
TC_1202	chr1:78017897-78116667	ENSG00000180488	KNOWN		83	24	68	25	27	92	30	18	64	21	54	97	19	61
TC_1203	chr1:78049134-78050054	ENSG00000184521	NOVEL		7	2	3	0	3	5	3	0	11	1	4	6	2	4
TC_1204	chr1:78126901-78181497	ENSG00000162614	KNOWN		97	138	90	108	129	97	109	63	103	113	63	100	82	65
TC_1205	chr1:78173191-78217365	ENSG00000162613	KNOWN		179	44	157	35	52	163	38	33	173	39	114	169	29	145
TC_1206	chr1:78243222-78256066	ENSG00000162616	KNOWN		98	74	92	68	65	94	55	42	100	65	65	109	42	86
TC_1207	chr1:78281649-78282449	ENSG00000213561	NOVEL		13	15	5	19	16	5	14	11	11	17	3	7	15	6
TC_1208	chr1:78284177-78375697	ENSG00000137960	KNOWN		87	69	105	64	71	114	65	43	104	61	93	118	47	89
TC_1209	chr1:78329771-78330328	ENSG00000213560	NOVEL		27	10	27	3	11	28	13	8	16	11	19	23	7	16
TC_1210	chr1:78333079-78333187	ENSG00000202263	NOVEL		1	0	1	1	0	0	0	0	0	0	2	0	0	0
TC_1211	chr1:78542156-78778974	ENSG00000122420	KNOWN		46	5	52	6	3	52	2	2	54	9	34	71	6	36
TC_1212	chr1:78613437-78613541	ENSG00000212308	NOVEL		0	0	0	0	0	1	0	0	0	1	0	0	0	0
TC_1213	chr1:78820918-78821009	ENSG00000212038	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_1214	chr1:78858704-78881072	ENSG00000137959	KNOWN		12	6	16	11	4	16	8	2	14	4	8	16	13	9
TC_1215	chr1:78888104-78902345	ENSG00000137965	KNOWN		34	13	33	15	20	34	6	6	25	9	27	21	10	13
TC_1216	chr1:79128037-79247245	ENSG00000162618	KNOWN		81	24	105	16	20	109	22	15	103	19	78	91	11	72
TC_1217	chr1:80689355-80690270	ENSG00000213559	NOVEL		2	0	2	0	0	0	1	1	3	0	0	2	0	1
TC_1218	chr1:81490062-81490289	ENSG00000211122	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	1	0
TC_1219	chr1:81544439-82232307	ENSG00000117114	KNOWN		221	146	196	132	168	187	154	100	232	142	188	223	110	162
TC_1220	chr1:81740043-81740750	ENSG00000181703	NOVEL		0	0	2	0	0	0	0	0	1	0	0	0	0	0
TC_1221	chr1:81960612-81961343	ENSG00000215875	NOVEL		0	0	2	0	1	0	0	0	0	0	2	0	0	0
TC_1222	chr1:84107645-84237421	ENSG00000137941	KNOWN		4	3	9	4	4	9	4	6	7	4	6	6	6	6
TC_1223	chr1:84316329-84476765	ENSG00000142875	KNOWN		148	60	171	69	73	155	57	52	164	88	130	169	42	109
TC_1224	chr1:84324024-84324504	ENSG00000213540	NOVEL		5	0	3	4	0	2	2	1	2	0	8	8	0	4
TC_1225	chr1:84482662-84483083	ENSG00000198725	NOVEL		4	3	2	2	1	5	2	0	4	2	1	2	1	0
TC_1226	chr1:84515592-84515728	ENSG00000199959	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_1227	chr1:84536633-84589067	ENSG00000203943	KNOWN		3	2	2	1	0	2	2	0	3	1	2	1	1	7
TC_1228	chr1:84628048-84628133	ENSG00000211136	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_1229	chr1:84636803-84653279	ENSG00000137976	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_1230	chr1:84717508-84735918	ENSG00000117133	KNOWN		33	27	56	32	23	40	28	20	48	25	40	48	28	49
TC_1231	chr1:84736603-84744831	ENSG00000174021	KNOWN		100	72	96	44	59	94	52	50	109	54	90	104	32	85
TC_1232	chr1:84744562-84791355	ENSG00000122432	KNOWN		4	8	2	5	3	2	10	2	4	9	4	3	6	1
TC_1233	chr1:84792821-84812735	ENSG00000117151	KNOWN		84	42	83	38	52	73	44	41	78	55	50	68	46	68
TC_1234	chr1:84866501-84873291	ENSG00000180869	KNOWN		1	0	3	0	0	0	0	1	2	0	1	1	0	0
TC_1235	chr1:84881978-84928816	ENSG00000117155	KNOWN		105	55	112	42	38	92	55	37	117	51	77	110	40	76
TC_1236	chr1:85052089-85104430	ENSG00000171517	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_1237	chr1:85163855-85235384	ENSG00000153898	KNOWN		1	2	3	6	3	4	1	2	4	3	4	4	3	1
TC_1238	chr1:85237418-85371409	ENSG00000162643	KNOWN		9	0	11	0	0	9	0	0	9	0	4	7	0	10
TC_1239	chr1:85256353-85286757	ENSG00000055732	KNOWN		23	3	26	0	4	26	0	0	36	2	22	18	0	20
TC_1240	chr1:85397021-85439995	ENSG00000097096	KNOWN		12	7	16	10	9	10	8	4	12	8	12	8	6	5
TC_1241	chr1:85488227-85497943	ENSG00000162642	KNOWN		17	22	14	23	23	22	19	16	35	22	18	28	22	19
TC_1242	chr1:85504052-85516359	ENSG00000142867	KNOWN		28	17	42	14	19	27	20	20	26	18	29	40	12	29
TC_1243	chr1:85556757-85703411	ENSG00000153904	KNOWN		593	349	628	350	324	598	311	258	623	332	520	707	237	483
TC_1244	chr1:85673448-85673555	ENSG00000199459	NOVEL		0	0	1	0	0	0	0	0	0	0	0	0	0	0
TC_1245	chr1:85819005-85821947	ENSG00000142871	KNOWN		394	176	464	181	176	398	174	159	476	188	400	464	150	356
TC_1246	chr1:85830551-85830627	ENSG00000199934	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_1247	chr1:85891080-85946689	ENSG00000117174	KNOWN		72	31	91	34	31	60	38	23	92	31	47	72	33	57
TC_1248	chr1:85967504-86395034	ENSG00000171502	KNOWN		6	2	8	0	0	11	1	1	8	0	6	14	0	8
TC_1249	chr1:86121951-86122069	ENSG00000201620	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_1250	chr1:86581341-86634591	ENSG00000122417	KNOWN		36	10	29	12	9	25	10	9	38	14	22	40	7	16
TC_1251	chr1:86662413-86694826	ENSG00000137975	KNOWN		0	0	0	0	0	0	0	0	0	0	0	1	0	0
TC_1252	chr1:86706639-86738560	ENSG00000016490	KNOWN		1	0	0	0	0	0	0	0	1	0	0	0	0	0
TC_1253	chr1:86785349-86819025	ENSG00000016602	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_1254	chr1:86872547-86893647	ENSG00000153923	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_1255	chr1:86942853-86986455	ENSG00000097033	KNOWN		268	130	256	125	131	266	109	76	285	134	163	275	89	190
TC_1256	chr1:87100718-87152695	ENSG00000183291	KNOWN		279	195	291	175	187	248	172	118	272	197	228	316	126	227
TC_1257	chr1:87152919-87407475	ENSG00000153936	KNOWN		24	12	23	15	14	23	12	14	21	25	26	23	13	26
TC_1258	chr1:87367975-87368199	ENSG00000188034	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_1259	chr1:87370273-87371306	ENSG00000213521	KNOWN		1	2	1	0	0	1	0	0	1	0	0	0	1	0
TC_1260	chr1:87566739-87587021	ENSG00000143013	KNOWN		81	93	81	74	103	77	81	69	99	84	79	84	63	65
TC_1261	chr1:87691525-87691644	ENSG00000199318	NOVEL		0	1	1	1	1	0	0	0	0	0	1	0	0	0
TC_1262	chr1:88716099-88716389	ENSG00000211185	NOVEL		0	0	0	0	0	0	1	0	1	0	0	0	0	0
TC_1263	chr1:88922493-89074526	ENSG00000065243	KNOWN		92	59	96	60	62	88	48	43	90	59	65	90	50	62
TC_1264	chr1:89055050-89055156	ENSG00000207234	NOVEL		1	3	1	1	4	0	0	2	1	2	0	1	2	1
TC_1265	chr1:89091203-89129842	ENSG00000137947	KNOWN		28	43	30	44	35	30	38	34	37	27	28	34	25	24
TC_1266	chr1:89174044-89231224	ENSG00000137944	KNOWN		70	24	66	16	30	62	25	23	73	24	44	70	18	37
TC_1267	chr1:89218710-89231104	ENSG00000213516	KNOWN		24	17	18	16	16	18	16	10	22	19	14	24	9	18
TC_1268	chr1:89244948-89261137	ENSG00000117226	KNOWN		83	55	90	63	61	97	48	41	112	54	70	94	45	61
TC_1269	chr1:89258519-89258636	ENSG00000202385	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_1270	chr1:89290593-89303479	ENSG00000117228	KNOWN		35	105	23	137	114	27	122	64	31	120	27	33	88	31
TC_1271	chr1:89342556-89343038	ENSG00000162644	NOVEL		32	16	24	12	7	24	5	10	24	15	14	21	9	15
TC_1272	chr1:89345898-89364387	ENSG00000162645	KNOWN		44	98	59	109	106	57	99	79	52	93	52	50	73	31
TC_1273	chr1:89370022-89414311	ENSG00000213512	KNOWN		5	127	5	153	141	2	141	102	1	132	3	2	104	1
TC_1274	chr1:89420048-89437150	ENSG00000162654	KNOWN		43	37	40	43	43	46	29	27	56	44	39	64	35	39
TC_1275	chr1:89498852-89511132	ENSG00000154451	KNOWN		2	6	4	6	9	2	10	8	2	8	3	2	4	1
TC_1276	chr1:89602205-89624607	ENSG00000183347	KNOWN		0	0	0	0	0	0	0	1	0	0	1	0	0	0
TC_1277	chr1:89632168-89632813	ENSG00000215874	NOVEL		8	1	11	1	0	14	1	2	13	1	15	7	3	9
TC_1278	chr1:89763050-89836011	ENSG00000197147	KNOWN		22	9	26	15	12	34	16	7	32	14	24	38	10	21
TC_1279	chr1:89871295-89953300	ENSG00000171488	KNOWN		10	4	12	4	4	12	3	4	12	2	8	12	2	7
TC_1280	chr1:90006362-90006465	ENSG00000211209	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_1281	chr1:90059192-90174147	ENSG00000171492	KNOWN		76	50	82	70	60	80	55	44	90	74	60	97	43	69
TC_1282	chr1:90230310-90266369	ENSG00000162664	KNOWN		82	100	110	86	105	96	82	79	92	100	80	82	63	68
TC_1283	chr1:90231740-90232105	ENSG00000188023	NOVEL		1	3	1	1	0	1	1	0	1	1	1	2	0	1
TC_1284	chr1:90491602-90491705	ENSG00000212459	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_1285	chr1:90895895-90896108	ENSG00000199666	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_1286	chr1:90950167-90955382	ENSG00000143032	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_1287	chr1:91153447-91260417	ENSG00000122482	KNOWN		48	70	66	62	73	66	51	42	54	54	40	56	42	40
TC_1288	chr1:91498912-91643014	ENSG00000162669	KNOWN		8	0	4	0	0	5	0	0	3	0	4	6	0	6
TC_1289	chr1:91499770-91499867	ENSG00000206817	NOVEL		0	0	0	0	0	0	0	0	1	0	0	0	0	0
TC_1290	chr1:91566526-91567664	ENSG00000215873	NOVEL		0	0	0	0	0	1	0	0	0	0	0	0	0	0
TC_1291	chr1:91625371-91625736	ENSG00000211233	NOVEL		36493	27832	36617	27634	26259	34436	25455	24969	38482	28825	34088	38435	26437	32657
TC_1292	chr1:91625431-91625565	ENSG00000212667	KNOWN		19144	14402	19135	14192	13516	18027	13124	12696	19880	14721	17336	19717	13454	16587
TC_1293	chr1:91739012-91763899	ENSG00000097046	KNOWN		7	2	9	1	1	16	3	1	9	3	3	8	0	10
TC_1294	chr1:91772810-91773244	ENSG00000185636	NOVEL		7	1	0	0	0	1	0	0	1	0	3	3	0	3
TC_1295	chr1:91873156-91881923	ENSG00000203914	KNOWN		38	35	42	42	36	53	26	21	50	43	37	46	37	38
TC_1296	chr1:91918488-92144147	ENSG00000069702	KNOWN		386	83	402	72	74	394	69	53	376	88	337	394	52	316
TC_1297	chr1:92067919-92068177	ENSG00000211239	NOVEL		0	0	0	1	0	0	0	1	1	1	0	0	1	0
TC_1298	chr1:92183483-92183752	ENSG00000211243	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_1299	chr1:92187516-92252573	ENSG00000137948	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_1300	chr1:92268146-92301672	ENSG00000172031	KNOWN		2	0	0	0	0	1	0	0	2	0	1	1	0	1
TC_1301	chr1:92318450-92385983	ENSG00000189195	KNOWN		0	2	3	0	2	1	2	0	4	6	4	2	4	2
TC_1302	chr1:92407107-92422870	ENSG00000069712	KNOWN		7	5	12	2	4	5	4	4	5	5	8	10	2	4
TC_1303	chr1:92456161-92483955	ENSG00000203910	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_1304	chr1:92484545-92537154	ENSG00000174842	KNOWN		14	6	22	9	6	15	11	5	11	11	6	14	3	16
TC_1305	chr1:92537193-92626317	ENSG00000122484	KNOWN		26	14	16	12	15	22	13	14	24	13	21	24	6	14
TC_1306	chr1:92640534-92640830	ENSG00000211251	NOVEL		0	0	0	1	0	0	0	1	0	0	0	0	1	0
TC_1307	chr1:92661917-92662053	ENSG00000211254	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_1308	chr1:92712907-92725021	ENSG00000162676	KNOWN		0	2	0	3	3	2	9	6	3	5	1	1	2	2
TC_1309	chr1:92746841-93030549	ENSG00000067208	KNOWN		44	62	52	50	68	32	52	48	44	54	30	42	40	27
TC_1310	chr1:92938964-92939079	ENSG00000201317	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_1311	chr1:93070182-93080068	ENSG00000122406	KNOWN		344	205	404	206	206	399	191	166	414	187	328	392	156	314
TC_1312	chr1:93075434-93075528	ENSG00000206680	KNOWN		5	4	4	9	5	6	4	7	9	5	4	8	5	5
TC_1313	chr1:93078864-93078996	ENSG00000207523	KNOWN		34	53	48	50	46	35	38	40	34	41	35	49	39	27
TC_1314	chr1:93080343-93199611	ENSG00000154511	KNOWN		13	14	12	12	17	12	14	12	9	11	14	14	10	8
TC_1315	chr1:93084204-93084327	ENSG00000207022	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
